text,positive,negative
Mais ted est solitaire sans glouton et je ne peux pas mettre de garçons avec lui parce qu'il se battra avec eux,0,1
"Yeow, ça a l'air d'avoir eu un vrai week-end fred hun * huggles * J'envoie de bonnes expériences à votre façon!",0,1
Est en train de dormir - j'espère. Merci pour la société nat xx,0,1
Lol sorry haha ​​je pensais essayer qu'un bain chaud ne fonctionnait pas ... toujours éveillé et je déteste tellement sur toi et ta capacité à dormir,0,1
Où sont les résultats sanglants! Je dois mal étudier,0,1
Mes prières sont avec vous et la famille!,0,1
"J'ai eu un coup de tête avec mon ancien ami jeff bergstrom. Mais gerty a un appartement de toute façon, allez lire mon histoire à:",0,1
J'ai perdu mon bouton !!,0,1
Besoin d'aide avec la balançoire ui ............ plusieurs regards et se sent pas travailler devinez pour créer mon propre,0,1
pas de problème. Dites non si cela tente de mettre à jour. Il n'y a pas vraiment besoin et il essaie de s'authentifier,0,1
"Ma caméra ne fonctionne pas, holy eeeffff",0,1
Au bier market pour une b-day boiteuse. C'est un boooo fratboy / universitaire!,0,1
"Je veux vraiment aller au vol du mois de Concanes concenext, mais les billets ont été vendus pendant un certain temps",0,1
Je travaille le soir mais je peux faire la journée à coup sûr. Coffeeeeee,0,1
"Heureusement, je les connaissais depuis plus longtemps, mais de toute façon",0,1
"Est très fou, Twitter ne me permet pas de télécharger ma photo ...",0,1
Hey jo! Je viens juste de remarquer que vous vous êtes inscrit ... espérons que vous apprécierez les vacances bancaires en mai. Dommage que le temps soit un pantalon ... boo,0,1
J'ai un mauvais boo boo papier coupé sur mon doigt,0,1
Pauvre ando. Il a juste été abattu,0,1
"Hein-hein. Maintenant, vous voulez me montrer de l'amour.",0,1
Mon ventre grogne,0,1
Tu me fais envie de pleurer iphone,0,1
A un mal de tête et ne peut pas se concentrer,0,1
Je veux mon (roc),0,1
"D'accord, c'est effrayant !! Le tonnerre et l'éclairage ... l'éclairage frappe juste sur ma maison ahhhhhh",0,1
A trouvé le bonheur dans l'esclavage: p oh et j'ai toujours ce froid,0,1
"Bien, nous avons eu un coup de foudre la dernière fois, la foudre ne frappe pas deux fois",0,1
Comme pour toujours ?! Vous nous laissez ici dans Nk Land?,0,1
"Je me suis souvenu du temps rae, jordan, dominique & amp; J'ai été frappé par un mec de pretzel dans le carré du temps ... je me manque rae",0,1
Il n'y a pas de fête! + Je serais le pooper du parti,0,1
Maintenant je serai,0,1
"Twites du matin! Belle journée, alors peut-être la tête maintenant. Vient d'entendre un événement. si fou! Manqué au temps de qualité",0,1
Le dimanche ne ressent pas la même chose quand je ne peux pas aller au football,0,1
Je manque ... pourquoi n'est-il pas ici?,0,1
"De même, David Cooks, le frère, est mort rip ac",0,1
"Les maux de tête, la fatigue majeure, au point de vomir ... se sentent pleins.",0,1
Bonjour ! Un peu de travail aujourd'hui.,0,1
Accroché aux croons. Je veux chanter. Ne peut pas. Suce.,0,1
plus hundos?,0,1
"Hmmm .. qui veut remplir ces formulaires de demande pour moi, puis attendez-vous à YMCA demain aussi? N'aime vraiment pas 7 heures du matin",0,1
"L'après-midi wooo, les nuages ​​semblent vouloir neiger à l'extérieur ... ils ne le feront pas, c'est l'Australie ...",0,1
Ne peut pas entendre la nouvelle chanson en raison de sa situation géographique. Je ne suis géographiquement indésirable. Et sans syntonie,0,1
Je ne suis pas dans la skool ... malade ... malade,0,1
Faire face à beaucoup de drame,0,1
"Pense avoir besoin d'ouvrir son propre système de billetterie, car la luminosité ne peut pas contrôler la demande et le trafic sur son site",0,1
Mon frère part pour retourner à berlin après que je suis tout seul à nouveau,0,1
Étudier pour les finales. stress!,0,1
"c'est horrible. A eu une expérience similaire sur un vol l'année dernière ... vous fait envie de pleurer pour l'humanité, n'est-ce pas?",0,1
Papa me fait faire h / w .......,0,1
"Oh, comment j'aurais voulu pouvoir conduire jusqu'à waco pour te voir",0,1
Aww man ... tweetdeck est déjà descendu à 15/100 requêtes à gauche ... et il ne se réinitialise pas pour une demi-heure de plus,0,1
"Désolé, nous n'avons pas pu accueillir des repas végétaliens pour l'événement d'aujourd'hui (à moins que la méthode ""choisir"" fonctionne pour vous)",0,1
Je me suis réveillé ce matin encore endormi ... assis à mon bureau me tue quand je suis fatigué!,0,1
Je dois donc aller au laboratoire informatique demain!,0,1
Penser à ma vie en vaut la peine,0,1
Tous mes amis sont en train de rompre. L'apathis était censé être le meilleur été,0,1
"Je ressens votre peine, la nôtre est malade pour le moment, pas de plaisir",0,1
"C'est ce moment merveilleux du jour où mon webhost décide que eh, il n'a pas besoin de travailler tellement.",0,1
Je ne te suis plus le suivre? Et ça ne me permet pas de vous suivre,0,1
2 lits. Il faut se lever tôt le matin,0,1
"K je semble être un retard de twitter, les seules options que je vois est la maison, la page d'accueil, etc.",0,1
Idk mais le ventre souffre toujours,0,1
"Télécharger le nouvel album de nin ""the slip & quot; - Quand diable est-ce sorti? Je suis tellement derrière les temps ces jours-ci",0,1
Je suis allé travailler et tout seul! Je l'ai déjà manqué x,0,1
En classe suédoise et mal à l'estomac,0,1
"Je peux souper mon souper rôti. si délicieux. La soeur a dit non à jb bien, je les vois en juin ... je suppose. mieux que rien! X",0,1
"Non seulement le vôtre, le mien est aussi bas",0,1
"4 heures du matin et je serai éveillé. Dernier jour de bamboozle, ce week-end à bout de radio, pas plus de danger. Je pense que j'ai été gâté un peu, haha",0,1
"Lmaooo quitte les thatiens seul, je ne peux pas croire que je t'ai manqué 2 jours",0,1
je suis d'accord,0,1
J'ai eu un agréable entretien avec l'artiste artisana juried. Sa photographie est créative et saisissante. & Quot; caché & quot; En particulier mais déjà vendu.,0,1
à l'école. Ceci sucksss!,0,1
"En quittant l'Alaska à 21h30, heure d'été, ce soir. Déjà à l'aéroport. Boo hoo",0,1
"Vamonos ... je voler seul, j'ai besoin d'un copain !!",0,1
"Pas une très bonne journée là-bas, froid et pourtant",0,1
"Yay, mais il fallut en dépenser 200 sur des factures",0,1
Téléphones cellulaires + montagne = essayez d'obtenir sur le chat de Facebook avec moi !!,0,1
"Coulda a réservé des vols à nz avec jetstar pour moi et josh pendant une semaine avec des vols qui coûtent moins cher pour nous deux, mais je n'ai pas",0,1
Aller à l'école. Va malheureusement à mademoiselle le meilleur ami aujourd'hui,0,1
N'aurait jamais été à la maison pour le week-end ... parle d'être malade,0,1
Pas de date indy pour le jour vert. Vous devrez aller à chicago ou à st. Louis de les voir.,0,1
Sortir ce soir avec l'orr m'a rappelé combien je vais manquer et quand ils se déplacent ....,0,1
"(Calendrier de chèques) non, pas encore",0,1
"Madtv est parti. Rip, et merci pour tous les rires!",0,1
"Je ne veux pas m'exciter, mais je ne me sens pas bien et je n'ai même pas bu la nuit dernière",0,1
Ah mec qui suce! Où est son école?,0,1
Vient de ruiner son système de son sur son ordinateur donc pas 90210 ce soir !!,0,1
Je ne peux pas dormir,0,1
"Oops n'ont pas été sur 4 un moment ... tant de travail scolaire, à peu près de temps 4 moi-même!",0,1
Enveloppé dans le lit se sentant tellement malade! Mes niveaux d'énergie sur le sol sont morts quelque part,0,1
Je pense que mes cheveux sont amincissants,0,1
"Aww, n'est-ce pas comme ça se passe toujours avec votre équipe fantastique?",0,1
Mon magasin de disques vraiment suck tout ce qu'ils vendent est grand public,0,1
Pense qu'il n'a pas programmé son rendez-vous avec super boo assez tôt,0,1
Pourquoi ne plus voir tes tweets? : J'ai confondu !!!! Ça dit que je ne te suivra plus,0,1
"Matin tout le monde! C'est une belle journée, le soleil brille ... et je suis coincé à l'étude",0,1
Je vais vieillir un peu et faire une sieste avant le travail. je suis fatigué,0,1
Priez pour les membres des cow-boys blessés,0,1
J'aimerais être à Louisville pour le tonnerre,0,1
"Oui, homme ... et j'ai fini par le regarder ... aussi",0,1
"Je ne peux pas dormir, mais je me sens toujours comme un morceau de merde",0,1
Sur le point de faire une présentation ..... qui est sur le point d'être retiré de l'ordre du jour,0,1
Nettoyez-moi!,0,1
"Oh, mon dieu, je suis tellement douloureux ... éloigné pour prendre plus d'oxycodone.",0,1
Lol pour vrai nous faisons,0,1
Vous auriez pu faire le mien hier aussi !!!,0,1
"Whew, lucy's mieux + nous avons tous été épargnés jusqu'ici! Maintenant, je sors pour les pilates, le yoga chaud + puis un peu de shopping ... vêtements + épicerie",0,1
"Oh, envoyez-moi votre recette! J'adore le pain de singe !!!! Je n'ai pas encore reçu de recette depuis mon départ en 2006.",0,1
"Twitter se transformera en une énorme concurrence entre ""célébrités"" Pour voir qui peut obtenir le plus de disciples ...",0,1
Ou peut-être qu'ils ne sont pas intéressés,0,1
Est allé à l'oeuf rouge dans ctown mais il ne valait pas une image. Va probablement tourner demain mais doit être à la maison après pour aider à replanter ... lol,0,1
Oopsie ... a laissé tomber un des couteaux du bloc de couteau derrière le poêle,0,1
Gr8 mai jour en mblehwar avec un ensemble éclectique de zs'ers ... le shake de mapro sucé cependant ... saison fraise fraîche,0,1
La nourriture grasse et frites ne s'asseoir pas si bien avec mon estomac,0,1
content. Bien que ce ne soit pas très heureux à ma fin. Avec la grippe porcine et tous.,0,1
"J'ai eu la peur de ma vie hier soir. Je n'aime pas mon nouveau ballon d'exercice, je pouvais à peine marcher quand je suis sorti",0,1
Pourquoi la fée de l'argent ne m'enveille-t-elle pas? - tweeté de www.boffer.co.uk,0,1
Je n'en suis plus plus sûr,0,1
Assis dans le jardin à cheval en regardant les gros bus de week-end passer et je ne suis pas sur one = v,0,1
"Oui, j'espérais voir la fin du blocage.",0,1
"Mon voyage entier cette semaine, il pleut dans chaque ville chaque jour, je suis dans ladite ville. Est-ce qui me suit? Je me sens comme un stylo de porc.",0,1
"Sérieusement, priez! Le maître de la sécurité a déclaré que je suis Gunna hv 2 nage là-bas, c'est stupide!",0,1
A parlé trop tôt ... le soleil qu'elle est parti,0,1
Peut-être que je vais essayer de le lire au cours de l'été ... vu que je n'aurai pas de vie parce que je dois travailler deux emplois,0,1
Faire du vélo pendant le temps de pluie. Yay!,0,1
"Ooooh, c'est très bien, j'ai posté le chapitre 68, et j'ai écrit les chapitres 69 et amp; 70, 69 peuvent être postés plus tard",0,1
"J'ai essayé de cuisiner quelque chose de michael. Quand ai-je découvert? Lorsque les détecteurs de fumée ont commencé à s'éteindre. Wendy est là, nous venons! Woohoo.",0,1
Il dit qu'il y a un mot de passe requis,0,1
Quelqu'un a manqué la vie après les gens,0,1
"Allé sur yahoo le titre était ""michael phelps finalement battu"" J'étais comme ""oui"" enfin! & Quot; Mais il s'avère que j'ai confondu & quot; beaten & quot; Avec ""beatin""",0,1
"Quelqu'un qui était ami jusqu'à la semaine dernière. Ne me dira pas ce que j'ai fait. Je sais que je peux être bizarre, ça fait mal.",0,1
"Non, il doit y avoir une explication logique ... comme une malédiction. Hehe ... le sucre est horrible pour moi de toute façon.",0,1
"Une expérience douloureuse et terne est presque terminée, un nouveau PC en cours d'exécution, seulement des problèmes, des mauvais moments d'itunes! C'est un fecker rapide et calme! bon temps",0,1
Attaché au 3 bas du 7ème 1 out & lt; ~ * lizabeth * ~ & gt;,0,1
En passant par DC. Tellement de pluie,0,1
Désolé d'entendre,0,1
"Hahaha, c'est tout bon en raison de ce qu'il m'a reçu. Avant toi, tu me manques",0,1
"Le ciel d'aujourd'hui est tellement magnifique! Dommage, je n'ai pas de caméra slr pour le capturer",0,1
Pense que je suis en train de suivre trop de gens sur Twitter,0,1
"Triste, j'ai raté mcfly à la radio 1 ....",0,1
Quelle salope! Interdit de manger kit-kats parce que je n'ai jamais mangé tout mon dîner ',0,1
Achetez-moi un ticket pour quand vous livrez le bourgeon. Ma sainte ne viendra pas,0,1
"Tu as eu du curry plus tôt aussi, est-ce que ça a disparu ou est-ce que ça a réagi? Haha, pauvre andy",0,1
"Affamé !!!! mais toujours pas encore pouvoir déjeuner, à cause de la tâche ... tâche ... tâche ....",0,1
J'ai une copie précoce mais elle refuse de l'installer sur mon macbook,0,1
Oh bite! Le joint d'étanchéité sanglant est allé 30 tours en overdrive bien travaillé!,0,1
"Recherches sur les grandes stratégies maritimes ... haha ​​c'est mon travail. Le typhon emong a déplacé 64 000 personnes de chez eux, triste",0,1
je veux une voiture!!,0,1
"Yay, jockeys de buzzword! Le marketing viral est tellement supérieur à celui",0,1
"Aujourd'hui, c'est une promenade autour de la journée du centre commercial, mais n'achetez rien de plus, je n'ai pas d'argent. Je ne peux pas faire cette pensée j'ai eu du travail",0,1
Mes cheveux sont tellement vissés que je ne sais pas comment le décrire,0,1
Je n'ai pas de vêtements,0,1
Veut aussi 2 lancer une chaussure ...,0,1
Hahaha c'est drôle! Ps. Un gars a tweeté lol pour moi idk pourquoi il se moque! hahaha,0,1
"Plus ou moins vrai, ils ne nous donnent plus la vie privée dont nous avons besoin tempat duduknya ga misah2 uhuhuh",0,1
Je n'ai joué que pour l'amusement au collège,0,1
Le mariage des amis demain. Mais le lieu est tellement éloigné de chez moi et n'est pas très accessible en utilisant les mmts non plus. que fais-je,0,1
Lol. : J'avais un seul mes 1c re. Était un peu merde xx,0,1
C'est ce que j'ai peur. J'ai l'impression d'avoir laissé l'internet baisser.,0,1
ça bouille! Je ne l'aime pas,0,1
"6,30 ?? n 8,30 le? Nyc  m ?  i meo",0,1
Je déteste les embouteillages. Pourquoi ne pourrais-je pas voler au travail?,0,1
Dribbley chat a juste dribblé sur moi et ma révision est maintenant grillé,0,1
J'ai travaillé aujourd'hui,0,1
Il était tellement mal à l'aise de dormir la nuit dernière! Mon dos et mes jambes sont tellement douloureux!,0,1
bonne chance! J'aimerais pouvoir être là-bas,0,1
Va demain à l'école,0,1
J'espère que son spectacle ne bougera pas le vendredi. Ce sera sur la télévision le samedi alors.,0,1
Je ne veux pas retourner à l'école demain! Je n'ai pas fait mes devoirs lol. Je serai tellement ennuyant. La cession valait 25%.,0,1
Jammin to butterfly fly away - miley cyrus aww une chanson si triste que j'ai pleurée quand miley nd billy ray l'a chanté dans le film h x x x x,0,1
Awwwww 4 zèbres mortes au plus grand zoo de vancouver pauvres zèbres,0,1
N'a pas de disciples,0,1
Je me sens si malade. en route pour l'école.,0,1
"Malheureusement, je ne peux pas faire la seule chose que je peux faire, mais je pense que je vais réagir à cette classe.",0,1
"Sur le chemin du montage. Argh, je suis fatigué et je ne me sens pas bien",0,1
Hier a été une mauvaise journée. Trouvé bernie mac est mort l'année dernière où étais-je?,0,1
Je pense que je suis devenu obsédé par tumblr,0,1
Tellement peu de temps pour les nouvelles orléans,0,1
"Je ne peux pas croire que j'ai eu un adepte ... pauvre femme ... je suis tellement ennuyant, je vais faire de l'argent. Désolé mary ann",0,1
Mooooving hors de ma zone de couverture vous rappellent tous une fois que j'arrive à la colombie,0,1
Oh pas de tempête et de pluie ...,0,1
Oh mon Dieu!! Un élève a vraiment dit cela?,0,1
: La vie consiste à attendre (larmes): '- (,0,1
Blessure à l'alcool,0,1
La bioéthique s'est bien passée ... mais maintenant je suis seul pour les 10 prochains jours,0,1
"Un de mes amis conduisait & amp; La voiture devant lui a jeté une boîte. Elle va bien, mais elle était à l'intérieur",0,1
"Awww bien, c'est bon! Mais il suce le michigan a perdu aucun commentaire nécessaire sur le reste",0,1
"Besoin de faire la configuration du système, alors que beaucoup de fonctionnalités exceptionnelles doivent être mises en œuvre. J'aimerais pouvoir avoir une équipe de développement",0,1
Fatigué ... avoir un cou rigide ... regardé le meilleur du français et des saunders ... v drôle ... sur la route - jack kerouac et puis jon ronson.,0,1
"Je veux regarder encore 17, mais il n'a pas été publié là où je vis ... pour le moment!",0,1
"J'aimerais avoir été chaud, je ne sais pas: s quels magasins y a-t-il à westie? Lol",0,1
Fille .. avez-vous le téléchargement de youtube?,0,1
"Il suffit de charger la métrique sur le lecteur mp3 (oui, un zen créatif, pas un ipod) pour les tâches de peinture. Premier jack roll à 1400",0,1
pas de coke. Shocker.,0,1
Supposé se préparer à la sm. Bummed. pleuré! Le blog de macy. Rien à faire ... (bientôt),0,1
Mon esprit est vide maintenant ... je suis prêt pour le funéraire de mon petit cousin ...,0,1
Obtenir mon cul coupé par retard dans cod4 mw2 ici je viens!,0,1
"Enfants du matin. C'est plutôt froid, n'est-ce pas. Ne peut plus dormir pour la brique pour les examens",0,1
Au travail hooray je suis fatigué,0,1
Doit faire une revue cumulative mathématique plus tard. Assez dit,0,1
"J'ai dormi horriblement, alors je suis encore épuisé. 7 heures d'enp vont être crappy. J'ai besoin de caféine",0,1
"J'ai eu mon massage & Le visage ce matin, puis acheté 2 paires de chaussures! Je voulais vraiment chuck taylors, mais ils ont l'air ridicule sur moi",0,1
"Matin, j'ai tellement mal à l'aise. Plus, je ne peux pas me débarrasser de ce blah, chose froid et allergique.",0,1
"Heure chinoise 1h30, trop de douleur pour aller 2 nuit va revenir bientôt. Hainez-vous sur plan tout le temps, 13 heures de vol me tue.",0,1
"Non, celui-ci était pour l'enregistrement de la vidéo en continu",0,1
"Bien tirer. Je suppose que je devrais rester chez les gens aussi. Ce n'est pas mon style ... alors, je vais juste marcher.",0,1
"Tu me manques, mon amour, pas d'homo !!! Man nous manquons tous les atl fun !!! J'ai hâte de revenir. Ru s'amuser & gt ;? Mon voyage a été un",0,1
Pourquoi les gens ne peuvent-ils pas être heureux pour moi?,0,1
Se préparer pour le premier jour de retour à l'école après la pause de Pâques.,0,1
Je n'ai jamais eu une course / course réussie avec l'iphone mapmyrun ou runkingpro ou quoi qu'il en soit. Cesse toujours de détecter où je suis,0,1
En éditant plus de photos et en publiant certaines sur flickr. Mon réseau est tellement lent!,0,1
Revenir à uni demain. Longue course en train.,0,1
"J'ai finalement accédé. Maintenant, au restaurant malaisien en attente de nasi lemak et the tarik. Mereka tak faham bm ...",0,1
Je pense trop en ce moment!,0,1
"Je manque de regarder x-men à nouveau. Haha, je pense que je vais avoir un marathon de film ce matin.",0,1
Oui ... il est probablement la dernière personne à laquelle j'attendais ...,0,1
Pourquoi ne pas repoxer écrire,0,1
Paof my console reporead: & quot; erreur lisant pcie lane config. Impossible de vérifier pcie slots pour les changements & quot; Genuis bar demain,0,1
Naw! c'est adorable! Tu me manques mon chat ... je veux avoir mon chaton de l'animalerie,0,1
Starsky et cox ne me suivaient pas,0,1
J'ai très mal aux bras du netball pas bien !!,0,1
Je vais au lit ... chemin vers la fin ... sera probablement un sac une merde au travail demain.,0,1
"Lol oui, c'est vrai ... et je vais garder ça dans ma tête alors que je prétends que ma farine d'avoine est un muffin aux pépites de chocolat!",0,1
Pas de message pour moi aujourd'hui difficile à avoir de la patience dans ces temps accélérés,0,1
Les graphiques résistent à un nouveau plan: je vais avoir un poteau de glace régulier et le couvrir en wkd - même goût!,0,1
"Je pense que ma mûre est morte, la batterie continue à être épuisée après que je la charge, que ferais-je sans mon bb?",0,1
Où est mon équipe blazer? Ils ne se sont pas présentés au jardin de roses ce soir.,0,1
Dit de travailler demain,0,1
Oh; Ma gorge est délicieusement sèche et la petite toux qui me mène à la recherche de quelque chose doit être le stress des dernières semaines,0,1
Magnifique soleil à liverpool .... mais retour à uni,0,1
Salut ben juste un message amical de votre site Web ne fonctionne pas maintenant et quand vous l'avez encore de nouveau me le faire savoir. Merci Monsieur,0,1
Je veux voir marley et moi et 7 livres,0,1
"Je me sens fort! S'est réveillé dans le mauvais lit. Rapide, quelqu'un trouve katy perry pour réaliser ma chanson!",0,1
Ne vous a pas trouvé.,0,1
Est-ce que tu vas bien m'apporter des bouteilles de montagne blanches quand tu viens à l'aise? Je ne pourrais pas choisir cette fois-ci,0,1
Désolé chérie,0,1
Je suis ignoré à nouveau. Mettez à jour votre Twitter!,0,1
hhahaa !! yeah..u sais im fille maladroite ...,0,1
Heya. Aww j'ai manqué ps. Je n'ai pas vu votre tweet jusqu'à maintenant.,0,1
Vous ne m'avez jamais dit que vous alliez si vite ... amusez-vous bien!,0,1
"J'ai juste brûlé mes deux yeux tout en essayant de me laver, je me sens aussi malade",0,1
Revenez sur msn mon ordinateur dcd avant -.-,0,1
A passé comme une heure sur mybrute en essayant de faire des personnages différents (j'ai fait 26) ... les nivelé jusqu'à 2 ... toujours pas de loup ou de bonne arme,0,1
Se souvient * avec un lourd soupir * l'oncle Shanbhag et sa première librairie. . La maison de café de l'Inde est partie aussi. Bangalore manquant déjà.,0,1
Allaite une larme plutôt dural et un sacrum inactif,0,1
Le jour de l'humeur pluvieuse - coincé dans ma chambre - 2 finales et un papier de longue durée parce que quelqu'un me sauve de ça !!,0,1
"Uggggg, pourquoi je ne dors pas? 9 h, répétition rapide du hip-hop",0,1
"@ Mileycyrus: mec, il semble que vous avez eu une mauvaise nuit, je suis désolé. Espérons que vous allez dormir bientôt!",0,1
Laphroaig m'a envoyé un courriel pour parler des 18 ans en vente dans leur magasin d'amis il y a 12 heures. tout est parti.,0,1
"Bonne matinée. Lac: charmant. Cygnes: endormi. Moi-même: éveillé. Temps: meilleur personnel. Hayfever: terrible, peut-être besoin d'un inhalateur",0,1
"Mes heais ont maltraité avec tant de mensonges et de vérités blessantes. Je déteste être mécontent de ce genre de choses. Je le déteste d'or pour syf, k?",0,1
A des jambes brûlées.,0,1
J'ai malheureusement échangé le mien pour le trouver le mois dernier. Va le récompenser une fois qu'il baisse de prix à nouveau.,0,1
Ma petite fille est sous la météo - la première fois - se sent mal pour elle,0,1
Haha that's trueeee. Je me sens plutôt paresseux maintenant,0,1
Début de journée aujourd'hui. Les enfants rentrent à l'école,0,1
Je veux acheter super mal,0,1
Je me souvient de Wendy en Israël,0,1
"Oooooh vacances île romantique ... obtenez un peu de soleil pour moi s'il vous plaît! Je n'ai absolument aucun soleil où je suis, il suffit de pleuvoir.",0,1
"Oui, l'homme ... de plus en plus cher",0,1
J'ai mal à la tête. Trop de soleil,0,1
Il a juste remarqué à quel point il va gris,0,1
Tu me manques beaucoup de filles ... veux-tu revenir,0,1
"Je me suis promené sur la plage, je suis consterné par les ordures qui ont été éliminées. Notre vie marine n'a aucune chance.",0,1
"C'est le vrai beyonce , n'est-ce pas? Car il y a beaucoup de gens sur Twitter qui prétend être vous!",0,1
"Mon bal était censé être hier, mais il a été annulé en raison de la neige!",0,1
chienne.null,0,1
"Haiz, kh?  n anh? Th?   kqu? Ph? Ng v? N ch? A: -? Ch? Th? Y n i j",0,1
"Je viens de revenir en train de pêcher, et je n'ai rien attrapé.",0,1
"J'ai laissé tomber un des écouteurs de mon sennheiser dans mon thé, j'espère vraiment qu'il va fonctionner à nouveau: '(",0,1
Désolé que vous soyez angstant. J'espère que tu te sentiras mieux bientôt!,0,1
Le harriot est sur quelque chose pour le week-end - beaucoup mieux que la semaine dernière mais nulle part aussi chaud que,0,1
"D'accord, je ne sais pas comment je l'ai fait, mais j'ai réussi à déchirer le pare-chocs sur l'avant de mon fourgon, je souhaite que mon mari soit là pour réparer cela pour moi",0,1
"Oh non, ce serait bronglais? Je me souviens bien;)",0,1
"Cher Dieu, ferme-toi à la porte à côté! Je tente d'être malade ici",0,1
Je pense que j'ai eu de la fièvre,0,1
"Je l'ai bien parcouru, hein? Lol! Je manque le hip hop comme ça ... pas beaucoup plus",0,1
"Travailler à partir de la maison ne vous permet toujours pas de profiter du bon temps, je suis attaché à mon bureau sans fin en vue",0,1
Se sentir 1000% fois mieux maintenant. Fyi ne mange jamais le poulet chez Gaby's sur Washington à Venise,0,1
Je suis heureux que la princesse soit bien! Je suis sûr que vous avez eu une nuit stressante,0,1
J'aimerais bien voir mcfly en tournée,0,1
Pourquoi???????? Est-ce si chaud,0,1
Bummer. J'espère que tu n'as pas manqué le week-end trop mauvais,0,1
Le nouveau chaton a sauté dans les toilettes ce soir ... a eu son premier bain. Il l'a détesté! Pauvre petit gars,0,1
"Est allé au dentiste aujourd'hui ... totalement en dernier recours ... totalement cassé aussi! Maudit, l'industrie dentaire a besoin de politiques de concurrence",0,1
Mon meilleur ami amy arrive aujourd'hui pour avoir nettoyé la maison et je dois trouver mon ampli de câble,0,1
Travail de travail et procrastination avec Twitter,0,1
J'ai découvert que traduire un article académique sur la science-fiction féministe est vraiment difficile d'espérer que je vais le résoudre.,0,1
À une fou de repas au diner ... le dernier jour de notre week-end de quatre jours demain,0,1
"Je voudrais bien mettre ma biographie ici, mais ça ne me laissera pas tomber sur Facebook maintenant",0,1
C'était la fin?,0,1
C'est une merde. J'espère que votre camionnette est réparée.,0,1
La photo que j'ai envoyée ne l'a pas fait. Peut-être la prochaine mise à jour.,0,1
Où retourner à Singapour pour le week-end ???? Tellement chanceux! Anddddd aghhhh j'ai tellement faim que j'ai manqué la nourriture homicide i pun nak !!,0,1
"Est venu chez moi malade du travail, je pleurais devant beaucoup de gens, je me sens comme le plus grand bébé au monde.",0,1
Je déteste ces tremblements de terre. Je pense toujours que ce sera le grand,0,1
Je ne peux pas atteindre la télécommande,0,1
Je suis très contrarié que j'ai du travail demain lol,0,1
Se sentir déçu par les gens,0,1
Vient de se réveiller d'un cauchemar,0,1
Emo? joindre le club! C'est la chaleur qui nous rend plus émus que d'habitude,0,1
Je n'ai jamais entendu parler de hannah! C'est très décevant,0,1
Un bon 2 pas ne sortira jamais de style! Comme voir ma mère ou la somme 1 qui a bien compris comment faire pour 2step. Je n'ai que les bases de dwn,0,1
"Nah, nous faisons des «octagon lettings» où vous louez différents types de maisons et faites des factures et shizz",0,1
"C'est tellement étrange, je rêvais la nuit dernière que quelqu'un m'embrassait! Je ne voulais pas me réveiller",0,1
Non tu n'es pas ... mon seul p.eto.t.y. Lol,0,1
Été pendant toute la nuit avec marissa vomissant! Pouah!,0,1
Je me sens déconnecté du monde ...,0,1
C'est comme ça que je ressens habituellement ... mais à mesure qu'il se rapproche ... c'est triste,0,1
Il est difficile de s'endormir au milieu d'une conversation. Pardon,0,1
Je suis triste que personne ne m'ait parlé de l'affaire du ticket qui se passait vendredi ...,0,1
Marcher jusqu'à l'arrêt de bus. N'a pas eu le temps pour le petit-déjeuner,0,1
- plus que j'ai fait mais n'obtiendrais pas 2 manger,0,1
Twitter a été très malmené hier soir.,0,1
Scotttt pense que je suis obsédé par Twitter hahaha,0,1
bien. * S'éteint et boude,0,1
"Amen. Au moins avec fb, vous êtes hors ligne, vous restez ainsi. Avec myspace, il vous met en ligne chaque fois. Je déteste ça. blabla.",0,1
Je l'ai vue à Columbus. 30ème. Mais je pense que paula l'a fait mieux,0,1
"Quand vous dirigez-vous vers Boston? Je suis à la maison le 26, puis-je vous voir?",0,1
(/ '3') / & lt; --- cute hug facey,0,1
que sont-ils!!?? Nous ne les avons pas au Royaume-Uni x,0,1
"Il semble que j'ai pris un froid la nuit dernière. Éternuer, renifler, toux. Pas une semaine avant mon voyage!?!?",0,1
Merci! Je m'arrêterai à notre macstore demain ... ils sont fermés aujourd'hui,0,1
"Encore pas mieux que Hun? Boire du jus frais ... essayez et obtenez des smoothies, ça aidera !! Parler plus tard bisous xx",0,1
"Je n'en ai jamais eu un avant que je ne puisse m'asseoir, c'est ridicule",0,1
J'ai reçu ma facture de téléphone aujourd'hui - je n'utilise pas Internet sur mon téléphone encore une fois hahaha,0,1
"Aww je sens votre douleur, j'aime beaucoup je suis mort à la partie debout dans les talons toute la journée. Je ne peux qu'imaginer ...:",0,1
D'accord: j'ai vraiment fait quelques larmes pour la saison anatomique du gris ender,0,1
"Je suis tellement démodé en ce moment. Je ne pouvais sérieusement pas exécuter 5 blocs, triste, car cela pourrait paraître",0,1
moi aussi. c'est dur,0,1
Pensez-y ... pour beaucoup de choses,0,1
"Votre discussion semble vraiment pertinente et intéressant. Veulent, mais ont tellement de choses à faire",0,1
Juste un patio nettoyé! Maintenant d'autres corvées,0,1
Ne peut pas trouver mes amis trouver sur Twitter,0,1
Ne peut pas dormir et je ne sais pas pourquoi,0,1
Semestre et non ... je ralentis sur l'examen 2 ... heee hee ... vois ce qui se passe quand tu ne me gronde pas!,0,1
Absolument! ... et cette fois-ci encore plus ... il a été plus chaud que jamais au Delhi.,0,1
